LastModified,Name,Available,Capacity,Open
2018-10-25 03:39:00,P10 Sint-Pietersplein,602,708,True
2018-10-25 02:24:00,P01 Vrijdagmarkt,487,647,True
2018-10-25 03:08:00,P07 Sint-Michiels,325,450,True
2018-10-25 03:55:00,P10 Sint-Pietersplein,605,708,True
2018-10-25 04:28:00,P10 Sint-Pietersplein,607,708,True
2018-10-25 03:52:00,P01 Vrijdagmarkt,488,647,True
2018-10-25 00:46:00,P04 Savaanstraat,540,540,True
2018-10-25 03:37:00,P08 Ramen,169,266,True
2018-10-25 04:37:00,P10 Sint-Pietersplein,606,708,True
2018-10-25 04:36:00,P04 Savaanstraat,539,540,True
2018-10-25 04:35:00,P08 Ramen,168,266,True
2018-10-25 04:53:00,P10 Sint-Pietersplein,609,708,True
2018-10-25 05:13:00,P10 Sint-Pietersplein,610,708,True
2018-10-25 04:40:00,P01 Vrijdagmarkt,489,647,True
2018-10-25 04:56:00,P08 Ramen,170,266,True
2018-10-25 04:11:00,P07 Sint-Michiels,324,450,True
2018-10-25 05:27:00,P10 Sint-Pietersplein,611,708,True
2018-10-25 05:24:00,P01 Vrijdagmarkt,490,647,True
2018-10-25 05:21:00,P08 Ramen,169,266,True
2018-10-25 02:14:00,P02 Reep,397,470,True
2018-10-25 05:36:00,P10 Sint-Pietersplein,612,708,True
2018-10-25 05:39:00,P01 Vrijdagmarkt,491,647,True
2018-10-25 05:35:00,P02 Reep,398,470,True
2018-10-25 05:43:00,P07 Sint-Michiels,323,450,True
2018-10-25 05:58:00,P01 Vrijdagmarkt,489,647,True
2018-10-25 05:42:00,P08 Ramen,170,266,True
2018-10-25 05:54:00,P02 Reep,397,470,True
2018-10-25 05:48:00,P10 Sint-Pietersplein,613,708,True
2018-10-25 06:08:00,P01 Vrijdagmarkt,491,647,True
2018-10-25 04:46:00,P04 Savaanstraat,538,540,True
2018-10-25 06:09:00,P08 Ramen,171,266,True
2018-10-25 06:13:00,P02 Reep,399,470,True
2018-10-25 06:13:00,P07 Sint-Michiels,325,450,True
2018-10-25 06:24:00,P10 Sint-Pietersplein,615,708,True
2018-10-25 06:24:00,P01 Vrijdagmarkt,492,647,True
2018-10-25 06:28:00,P04 Savaanstraat,539,540,True
2018-10-25 06:29:00,P08 Ramen,168,266,True
2018-10-25 06:26:00,P02 Reep,398,470,True
2018-10-25 06:44:00,P07 Sint-Michiels,325,450,True
2018-10-25 06:41:00,P10 Sint-Pietersplein,615,708,True
2018-10-25 06:44:00,P01 Vrijdagmarkt,495,647,True
2018-10-25 06:43:00,P04 Savaanstraat,538,540,True
2018-10-25 06:42:00,P08 Ramen,166,266,True
2018-10-25 06:57:00,P07 Sint-Michiels,328,450,True
2018-10-25 06:57:00,P10 Sint-Pietersplein,621,708,True
2018-10-25 06:56:00,P01 Vrijdagmarkt,498,647,True
2018-10-25 06:53:00,P04 Savaanstraat,537,540,True
2018-10-25 06:57:00,P08 Ramen,163,266,True
2018-10-25 06:33:00,P02 Reep,397,470,True
2018-10-25 07:14:00,P07 Sint-Michiels,328,450,True
2018-10-25 07:13:00,P10 Sint-Pietersplein,624,708,True
2018-10-25 07:12:00,P01 Vrijdagmarkt,501,647,True
2018-10-25 07:14:00,P04 Savaanstraat,526,540,True
2018-10-25 07:14:00,P08 Ramen,166,266,True
2018-10-25 07:14:00,P02 Reep,395,470,True
2018-10-25 07:28:00,P07 Sint-Michiels,328,450,True
2018-10-25 07:26:00,P10 Sint-Pietersplein,619,708,True
2018-10-25 07:28:00,P01 Vrijdagmarkt,506,647,True
2018-10-25 07:28:00,P04 Savaanstraat,514,540,True
2018-10-25 07:29:00,P08 Ramen,157,266,True
2018-10-25 07:29:00,P02 Reep,390,470,True
2018-10-25 07:43:00,P07 Sint-Michiels,331,450,True
2018-10-25 07:44:00,P10 Sint-Pietersplein,619,708,True
2018-10-25 07:43:00,P01 Vrijdagmarkt,520,647,True
2018-10-25 07:44:00,P04 Savaanstraat,510,540,True
2018-10-25 07:43:00,P08 Ramen,154,266,True
2018-10-25 07:44:00,P02 Reep,383,470,True
2018-10-25 07:56:00,P07 Sint-Michiels,334,450,True
2018-10-25 07:59:00,P10 Sint-Pietersplein,616,708,True
2018-10-25 07:59:00,P01 Vrijdagmarkt,523,647,True
2018-10-25 07:59:00,P04 Savaanstraat,494,540,True
2018-10-25 07:59:00,P08 Ramen,146,266,True
2018-10-25 07:59:00,P02 Reep,377,470,True
2018-10-25 08:13:00,P07 Sint-Michiels,334,450,True
2018-10-25 08:13:00,P10 Sint-Pietersplein,612,708,True
2018-10-25 08:14:00,P01 Vrijdagmarkt,527,647,True
2018-10-25 08:14:00,P04 Savaanstraat,460,540,True
2018-10-25 08:14:00,P08 Ramen,138,266,True
2018-10-25 08:14:00,P02 Reep,364,470,True
2018-10-25 08:29:00,P07 Sint-Michiels,333,450,True
2018-10-25 08:28:00,P10 Sint-Pietersplein,605,708,True
2018-10-25 08:29:00,P01 Vrijdagmarkt,521,647,True
2018-10-25 08:29:00,P04 Savaanstraat,446,540,True
2018-10-25 08:29:00,P08 Ramen,134,266,True
2018-10-25 08:29:00,P02 Reep,350,470,True
2018-10-25 08:44:00,P07 Sint-Michiels,325,450,True
2018-10-25 08:44:00,P10 Sint-Pietersplein,600,708,True
2018-10-25 08:44:00,P01 Vrijdagmarkt,520,647,True
2018-10-25 08:44:00,P04 Savaanstraat,424,540,True
2018-10-25 08:44:00,P08 Ramen,118,266,True
2018-10-25 08:44:00,P02 Reep,336,470,True
2018-10-25 08:59:00,P07 Sint-Michiels,319,450,True
2018-10-25 08:57:00,P10 Sint-Pietersplein,590,708,True
2018-10-25 08:59:00,P01 Vrijdagmarkt,511,647,True
2018-10-25 08:59:00,P04 Savaanstraat,404,540,True
2018-10-25 08:58:00,P08 Ramen,107,266,True
2018-10-25 08:59:00,P02 Reep,320,470,True
2018-10-25 09:13:00,P07 Sint-Michiels,316,450,True
2018-10-25 09:14:00,P10 Sint-Pietersplein,471,708,True
2018-10-25 09:14:00,P01 Vrijdagmarkt,497,647,True
2018-10-25 09:11:00,P04 Savaanstraat,378,540,True
2018-10-25 09:13:00,P08 Ramen,101,266,True
2018-10-25 09:14:00,P02 Reep,302,470,True
2018-10-25 09:28:00,P07 Sint-Michiels,304,450,True
2018-10-25 09:29:00,P10 Sint-Pietersplein,462,708,True
2018-10-25 09:29:00,P01 Vrijdagmarkt,475,647,True
2018-10-25 09:28:00,P04 Savaanstraat,364,540,True
2018-10-25 09:28:00,P08 Ramen,95,266,True
2018-10-25 09:29:00,P02 Reep,285,470,True
2018-10-25 09:44:00,P07 Sint-Michiels,291,450,True
2018-10-25 09:43:00,P10 Sint-Pietersplein,459,708,True
2018-10-25 09:44:00,P01 Vrijdagmarkt,467,647,True
2018-10-25 09:44:00,P04 Savaanstraat,357,540,True
2018-10-25 09:44:00,P08 Ramen,85,266,True
2018-10-25 09:44:00,P02 Reep,270,470,True
2018-10-25 09:59:00,P07 Sint-Michiels,286,450,True
2018-10-25 09:57:00,P10 Sint-Pietersplein,440,708,True
2018-10-25 09:59:00,P01 Vrijdagmarkt,450,647,True
2018-10-25 09:58:00,P04 Savaanstraat,353,540,True
2018-10-25 09:53:00,P08 Ramen,86,266,True
2018-10-25 09:56:00,P02 Reep,262,470,True
2018-10-25 10:14:00,P07 Sint-Michiels,274,450,True
2018-10-25 10:14:00,P10 Sint-Pietersplein,433,708,True
2018-10-25 10:14:00,P01 Vrijdagmarkt,425,647,True
2018-10-25 10:11:00,P04 Savaanstraat,348,540,True
2018-10-25 10:14:00,P08 Ramen,83,266,True
2018-10-25 10:14:00,P02 Reep,259,470,True
2018-10-25 10:29:00,P07 Sint-Michiels,256,450,True
2018-10-25 10:25:00,P10 Sint-Pietersplein,430,708,True
2018-10-25 10:28:00,P01 Vrijdagmarkt,400,647,True
2018-10-25 10:29:00,P04 Savaanstraat,341,540,True
2018-10-25 10:26:00,P08 Ramen,81,266,True
2018-10-25 10:25:00,P02 Reep,257,470,True
2018-10-25 10:44:00,P07 Sint-Michiels,243,450,True
2018-10-25 10:44:00,P10 Sint-Pietersplein,428,708,True
2018-10-25 10:44:00,P01 Vrijdagmarkt,384,647,True
2018-10-25 10:40:00,P04 Savaanstraat,339,540,True
2018-10-25 10:42:00,P08 Ramen,77,266,True
2018-10-25 10:44:00,P02 Reep,243,470,True
2018-10-25 10:59:00,P07 Sint-Michiels,244,450,True
2018-10-25 10:58:00,P10 Sint-Pietersplein,422,708,True
2018-10-25 10:57:00,P01 Vrijdagmarkt,362,647,True
2018-10-25 10:59:00,P04 Savaanstraat,337,540,True
2018-10-25 10:59:00,P08 Ramen,76,266,True
2018-10-25 10:57:00,P02 Reep,240,470,True
2018-10-25 11:11:00,P07 Sint-Michiels,222,450,True
2018-10-25 11:11:00,P10 Sint-Pietersplein,415,708,True
2018-10-25 11:14:00,P01 Vrijdagmarkt,361,647,True
2018-10-25 11:13:00,P04 Savaanstraat,335,540,True
2018-10-25 11:13:00,P08 Ramen,76,266,True
2018-10-25 11:13:00,P02 Reep,227,470,True
2018-10-25 11:28:00,P07 Sint-Michiels,205,450,True
2018-10-25 11:29:00,P10 Sint-Pietersplein,413,708,True
2018-10-25 11:29:00,P01 Vrijdagmarkt,354,647,True
2018-10-25 11:28:00,P04 Savaanstraat,337,540,True
2018-10-25 11:29:00,P08 Ramen,76,266,True
2018-10-25 11:29:00,P02 Reep,229,470,True
2018-10-25 11:44:00,P07 Sint-Michiels,198,450,True
2018-10-25 11:43:00,P10 Sint-Pietersplein,410,708,True
2018-10-25 11:44:00,P01 Vrijdagmarkt,326,647,True
2018-10-25 11:43:00,P04 Savaanstraat,341,540,True
2018-10-25 11:44:00,P08 Ramen,72,266,True
2018-10-25 11:43:00,P02 Reep,222,470,True
2018-10-25 11:59:00,P07 Sint-Michiels,196,450,True
2018-10-25 11:57:00,P10 Sint-Pietersplein,412,708,True
2018-10-25 11:59:00,P01 Vrijdagmarkt,314,647,True
2018-10-25 11:59:00,P04 Savaanstraat,341,540,True
2018-10-25 11:57:00,P08 Ramen,70,266,True
2018-10-25 11:56:00,P02 Reep,217,470,True
2018-10-25 12:14:00,P07 Sint-Michiels,182,450,True
2018-10-25 12:14:00,P10 Sint-Pietersplein,358,708,True
2018-10-25 12:14:00,P01 Vrijdagmarkt,307,647,True
2018-10-25 12:13:00,P04 Savaanstraat,334,540,True
2018-10-25 12:14:00,P08 Ramen,70,266,True
2018-10-25 12:12:00,P02 Reep,219,470,True
2018-10-25 12:29:00,P07 Sint-Michiels,162,450,True
2018-10-25 12:27:00,P10 Sint-Pietersplein,359,708,True
2018-10-25 12:29:00,P01 Vrijdagmarkt,288,647,True
2018-10-25 12:28:00,P04 Savaanstraat,337,540,True
2018-10-25 12:26:00,P08 Ramen,69,266,True
2018-10-25 12:25:00,P02 Reep,215,470,True
2018-10-25 12:44:00,P07 Sint-Michiels,150,450,True
2018-10-25 12:44:00,P10 Sint-Pietersplein,346,708,True
2018-10-25 12:42:00,P01 Vrijdagmarkt,288,647,True
2018-10-25 12:43:00,P04 Savaanstraat,328,540,True
2018-10-25 12:42:00,P08 Ramen,65,266,True
2018-10-25 12:44:00,P02 Reep,204,470,True
2018-10-25 12:59:00,P07 Sint-Michiels,139,450,True
2018-10-25 12:59:00,P10 Sint-Pietersplein,333,708,True
2018-10-25 12:58:00,P01 Vrijdagmarkt,282,647,True
2018-10-25 12:59:00,P04 Savaanstraat,314,540,True
2018-10-25 12:59:00,P08 Ramen,63,266,True
2018-10-25 12:58:00,P02 Reep,195,470,True
2018-10-25 13:14:00,P07 Sint-Michiels,141,450,True
2018-10-25 13:14:00,P10 Sint-Pietersplein,327,708,True
2018-10-25 13:14:00,P01 Vrijdagmarkt,279,647,True
2018-10-25 13:14:00,P04 Savaanstraat,308,540,True
2018-10-25 13:14:00,P08 Ramen,62,266,True
2018-10-25 13:13:00,P02 Reep,183,470,True
2018-10-25 13:29:00,P07 Sint-Michiels,140,450,True
2018-10-25 13:29:00,P10 Sint-Pietersplein,324,708,True
2018-10-25 13:29:00,P01 Vrijdagmarkt,281,647,True
2018-10-25 13:29:00,P04 Savaanstraat,311,540,True
2018-10-25 13:29:00,P08 Ramen,52,266,True
2018-10-25 13:29:00,P02 Reep,174,470,True
2018-10-25 13:44:00,P07 Sint-Michiels,140,450,True
2018-10-25 13:44:00,P10 Sint-Pietersplein,319,708,True
2018-10-25 13:43:00,P01 Vrijdagmarkt,273,647,True
2018-10-25 13:43:00,P04 Savaanstraat,304,540,True
2018-10-25 13:43:00,P08 Ramen,47,266,True
2018-10-25 13:44:00,P02 Reep,169,470,True
2018-10-25 13:58:00,P07 Sint-Michiels,137,450,True
2018-10-25 13:59:00,P10 Sint-Pietersplein,315,708,True
2018-10-25 13:59:00,P01 Vrijdagmarkt,270,647,True
2018-10-25 13:59:00,P04 Savaanstraat,308,540,True
2018-10-25 13:59:00,P08 Ramen,42,266,True
2018-10-25 13:56:00,P02 Reep,166,470,True
2018-10-25 14:14:00,P07 Sint-Michiels,135,450,True
2018-10-25 14:14:00,P10 Sint-Pietersplein,317,708,True
2018-10-25 14:14:00,P01 Vrijdagmarkt,269,647,True
2018-10-25 14:14:00,P04 Savaanstraat,307,540,True
2018-10-25 14:14:00,P08 Ramen,43,266,True
2018-10-25 14:13:00,P02 Reep,168,470,True
2018-10-25 14:28:00,P07 Sint-Michiels,133,450,True
2018-10-25 14:29:00,P10 Sint-Pietersplein,323,708,True
2018-10-25 14:28:00,P01 Vrijdagmarkt,269,647,True
2018-10-25 14:26:00,P04 Savaanstraat,312,540,True
2018-10-25 14:27:00,P08 Ramen,39,266,True
2018-10-25 14:29:00,P02 Reep,174,470,True
2018-10-25 14:44:00,P07 Sint-Michiels,136,450,True
2018-10-25 14:44:00,P10 Sint-Pietersplein,336,708,True
2018-10-25 14:44:00,P01 Vrijdagmarkt,265,647,True
2018-10-25 14:44:00,P04 Savaanstraat,314,540,True
2018-10-25 14:41:00,P08 Ramen,38,266,True
2018-10-25 14:40:00,P02 Reep,182,470,True
2018-10-25 14:56:00,P07 Sint-Michiels,142,450,True
2018-10-25 14:59:00,P10 Sint-Pietersplein,335,708,True
2018-10-25 14:58:00,P01 Vrijdagmarkt,253,647,True
2018-10-25 14:58:00,P04 Savaanstraat,316,540,True
2018-10-25 14:58:00,P08 Ramen,41,266,True
2018-10-25 14:59:00,P02 Reep,189,470,True
2018-10-25 15:14:00,P07 Sint-Michiels,134,450,True
2018-10-25 15:14:00,P10 Sint-Pietersplein,343,708,True
2018-10-25 15:14:00,P01 Vrijdagmarkt,263,647,True
2018-10-25 15:12:00,P04 Savaanstraat,318,540,True
2018-10-25 15:14:00,P08 Ramen,48,266,True
2018-10-25 15:12:00,P02 Reep,198,470,True
2018-10-25 15:29:00,P07 Sint-Michiels,150,450,True
2018-10-25 15:29:00,P10 Sint-Pietersplein,340,708,True
2018-10-25 15:29:00,P01 Vrijdagmarkt,263,647,True
2018-10-25 15:29:00,P04 Savaanstraat,330,540,True
2018-10-25 15:28:00,P08 Ramen,50,266,True
2018-10-25 15:29:00,P02 Reep,195,470,True
2018-10-25 15:44:00,P07 Sint-Michiels,165,450,True
2018-10-25 15:44:00,P10 Sint-Pietersplein,343,708,True
2018-10-25 15:44:00,P01 Vrijdagmarkt,268,647,True
2018-10-25 15:43:00,P04 Savaanstraat,335,540,True
2018-10-25 15:44:00,P08 Ramen,55,266,True
2018-10-25 15:44:00,P02 Reep,197,470,True
2018-10-25 15:59:00,P07 Sint-Michiels,182,450,True
2018-10-25 15:59:00,P10 Sint-Pietersplein,353,708,True
2018-10-25 15:58:00,P01 Vrijdagmarkt,280,647,True
2018-10-25 15:59:00,P04 Savaanstraat,342,540,True
2018-10-25 15:57:00,P08 Ramen,57,266,True
2018-10-25 15:59:00,P02 Reep,191,470,True
2018-10-25 16:14:00,P07 Sint-Michiels,189,450,True
2018-10-25 16:14:00,P10 Sint-Pietersplein,357,708,True
2018-10-25 16:13:00,P01 Vrijdagmarkt,300,647,True
2018-10-25 16:14:00,P04 Savaanstraat,356,540,True
2018-10-25 16:14:00,P08 Ramen,68,266,True
2018-10-25 16:13:00,P02 Reep,177,470,True
2018-10-25 16:29:00,P07 Sint-Michiels,198,450,True
2018-10-25 16:27:00,P10 Sint-Pietersplein,374,708,True
2018-10-25 16:27:00,P01 Vrijdagmarkt,319,647,True
2018-10-25 16:29:00,P04 Savaanstraat,371,540,True
2018-10-25 16:29:00,P08 Ramen,80,266,True
2018-10-25 16:29:00,P02 Reep,174,470,True
2018-10-25 16:44:00,P07 Sint-Michiels,213,450,True
2018-10-25 16:44:00,P10 Sint-Pietersplein,385,708,True
2018-10-25 16:44:00,P01 Vrijdagmarkt,336,647,True
2018-10-25 16:44:00,P04 Savaanstraat,376,540,True
2018-10-25 16:44:00,P08 Ramen,88,266,True
2018-10-25 16:44:00,P02 Reep,157,470,True
2018-10-25 16:58:00,P07 Sint-Michiels,227,450,True
2018-10-25 16:58:00,P10 Sint-Pietersplein,404,708,True
2018-10-25 16:58:00,P01 Vrijdagmarkt,338,647,True
2018-10-25 16:59:00,P04 Savaanstraat,394,540,True
2018-10-25 16:59:00,P08 Ramen,96,266,True
2018-10-25 16:59:00,P02 Reep,151,470,True
2018-10-25 17:14:00,P07 Sint-Michiels,239,450,True
2018-10-25 17:13:00,P10 Sint-Pietersplein,411,708,True
2018-10-25 17:14:00,P01 Vrijdagmarkt,353,647,True
2018-10-25 17:14:00,P04 Savaanstraat,409,540,True
2018-10-25 17:14:00,P08 Ramen,106,266,True
2018-10-25 17:14:00,P02 Reep,149,470,True
2018-10-25 17:29:00,P07 Sint-Michiels,239,450,True
2018-10-25 17:29:00,P10 Sint-Pietersplein,422,708,True
2018-10-25 17:29:00,P01 Vrijdagmarkt,361,647,True
2018-10-25 17:27:00,P04 Savaanstraat,416,540,True
2018-10-25 17:29:00,P08 Ramen,116,266,True
2018-10-25 17:29:00,P02 Reep,173,470,True
2018-10-25 17:44:00,P07 Sint-Michiels,238,450,True
2018-10-25 17:44:00,P10 Sint-Pietersplein,455,708,True
2018-10-25 17:44:00,P01 Vrijdagmarkt,362,647,True
2018-10-25 17:44:00,P04 Savaanstraat,441,540,True
2018-10-25 17:44:00,P08 Ramen,121,266,True
2018-10-25 17:44:00,P02 Reep,170,470,True
2018-10-25 17:59:00,P07 Sint-Michiels,238,450,True
2018-10-25 17:59:00,P10 Sint-Pietersplein,463,708,True
2018-10-25 17:59:00,P01 Vrijdagmarkt,372,647,True
2018-10-25 17:59:00,P04 Savaanstraat,448,540,True
2018-10-25 17:59:00,P08 Ramen,127,266,True
2018-10-25 17:59:00,P02 Reep,175,470,True
2018-10-25 18:14:00,P07 Sint-Michiels,226,450,True
2018-10-25 18:14:00,P10 Sint-Pietersplein,467,708,True
2018-10-25 18:14:00,P01 Vrijdagmarkt,380,647,True
2018-10-25 18:13:00,P04 Savaanstraat,454,540,True
2018-10-25 18:13:00,P08 Ramen,128,266,True
2018-10-25 18:14:00,P02 Reep,174,470,True
2018-10-25 18:29:00,P07 Sint-Michiels,227,450,True
2018-10-25 18:28:00,P10 Sint-Pietersplein,470,708,True
2018-10-25 18:27:00,P01 Vrijdagmarkt,376,647,True
2018-10-25 18:29:00,P04 Savaanstraat,459,540,True
2018-10-25 18:28:00,P08 Ramen,130,266,True
2018-10-25 18:29:00,P02 Reep,163,470,True
2018-10-25 18:44:00,P07 Sint-Michiels,208,450,True
2018-10-25 18:44:00,P10 Sint-Pietersplein,449,708,True
2018-10-25 18:44:00,P01 Vrijdagmarkt,352,647,True
2018-10-25 18:44:00,P04 Savaanstraat,457,540,True
2018-10-25 18:44:00,P08 Ramen,120,266,True
2018-10-25 18:44:00,P02 Reep,139,470,True
2018-10-25 18:57:00,P07 Sint-Michiels,193,450,True
2018-10-25 18:58:00,P10 Sint-Pietersplein,436,708,True
2018-10-25 18:59:00,P01 Vrijdagmarkt,329,647,True
2018-10-25 18:58:00,P04 Savaanstraat,451,540,True
2018-10-25 18:59:00,P08 Ramen,110,266,True
2018-10-25 18:59:00,P02 Reep,113,470,True
2018-10-25 19:14:00,P07 Sint-Michiels,163,450,True
2018-10-25 19:14:00,P10 Sint-Pietersplein,418,708,True
2018-10-25 19:13:00,P01 Vrijdagmarkt,293,647,True
2018-10-25 19:14:00,P04 Savaanstraat,437,540,True
2018-10-25 19:14:00,P08 Ramen,103,266,True
2018-10-25 19:13:00,P02 Reep,80,470,True
2018-10-25 19:30:00,P07 Sint-Michiels,130,450,True
2018-10-25 19:30:00,P10 Sint-Pietersplein,404,708,True
2018-10-25 19:30:00,P01 Vrijdagmarkt,253,647,True
2018-10-25 19:30:00,P04 Savaanstraat,424,540,True
2018-10-25 19:30:00,P08 Ramen,100,266,True
2018-10-25 19:30:00,P02 Reep,65,470,True
2018-10-25 19:41:00,P07 Sint-Michiels,105,450,True
2018-10-25 19:44:00,P10 Sint-Pietersplein,371,708,True
2018-10-25 19:44:00,P01 Vrijdagmarkt,229,647,True
2018-10-25 19:44:00,P04 Savaanstraat,415,540,True
2018-10-25 19:44:00,P08 Ramen,84,266,True
2018-10-25 19:43:00,P02 Reep,38,470,True
2018-10-25 19:59:00,P07 Sint-Michiels,88,450,True
2018-10-25 19:59:00,P10 Sint-Pietersplein,359,708,True
2018-10-25 19:58:00,P01 Vrijdagmarkt,207,647,True
2018-10-25 19:59:00,P04 Savaanstraat,417,540,True
2018-10-25 19:58:00,P08 Ramen,72,266,True
2018-10-25 19:59:00,P02 Reep,45,470,True
2018-10-25 20:12:00,P07 Sint-Michiels,82,450,True
2018-10-25 20:14:00,P10 Sint-Pietersplein,352,708,True
2018-10-25 20:14:00,P01 Vrijdagmarkt,191,647,True
2018-10-25 20:14:00,P04 Savaanstraat,428,540,True
2018-10-25 20:14:00,P08 Ramen,64,266,True
2018-10-25 20:14:00,P02 Reep,53,470,True
2018-10-25 20:28:00,P07 Sint-Michiels,80,450,True
2018-10-25 20:29:00,P10 Sint-Pietersplein,361,708,True
2018-10-25 20:29:00,P01 Vrijdagmarkt,179,647,True
2018-10-25 20:29:00,P04 Savaanstraat,433,540,True
2018-10-25 20:28:00,P08 Ramen,57,266,True
2018-10-25 20:29:00,P02 Reep,72,470,True
2018-10-25 20:43:00,P07 Sint-Michiels,76,450,True
2018-10-25 20:44:00,P10 Sint-Pietersplein,371,708,True
2018-10-25 20:44:00,P01 Vrijdagmarkt,186,647,True
2018-10-25 20:44:00,P04 Savaanstraat,441,540,True
2018-10-25 20:44:00,P08 Ramen,54,266,True
2018-10-25 20:43:00,P02 Reep,99,470,True
2018-10-25 20:59:00,P07 Sint-Michiels,71,450,True
2018-10-25 20:56:00,P10 Sint-Pietersplein,379,708,True
2018-10-25 20:59:00,P01 Vrijdagmarkt,185,647,True
2018-10-25 20:58:00,P04 Savaanstraat,452,540,True
2018-10-25 20:59:00,P08 Ramen,62,266,True
2018-10-25 20:59:00,P02 Reep,128,470,True
2018-10-25 21:14:00,P07 Sint-Michiels,88,450,True
2018-10-25 21:13:00,P10 Sint-Pietersplein,380,708,True
2018-10-25 21:13:00,P01 Vrijdagmarkt,194,647,True
2018-10-25 21:13:00,P04 Savaanstraat,459,540,True
2018-10-25 21:13:00,P08 Ramen,68,266,True
2018-10-25 21:14:00,P02 Reep,168,470,True
2018-10-25 21:29:00,P07 Sint-Michiels,102,450,True
2018-10-25 21:29:00,P10 Sint-Pietersplein,386,708,True
2018-10-25 21:29:00,P01 Vrijdagmarkt,214,647,True
2018-10-25 21:25:00,P04 Savaanstraat,463,540,True
2018-10-25 21:29:00,P08 Ramen,72,266,True
2018-10-25 21:29:00,P02 Reep,200,470,True
2018-10-25 21:43:00,P07 Sint-Michiels,115,450,True
2018-10-25 21:44:00,P10 Sint-Pietersplein,396,708,True
2018-10-25 21:44:00,P01 Vrijdagmarkt,228,647,True
2018-10-25 21:42:00,P04 Savaanstraat,472,540,True
2018-10-25 21:43:00,P08 Ramen,77,266,True
2018-10-25 21:44:00,P02 Reep,221,470,True
2018-10-25 21:59:00,P07 Sint-Michiels,142,450,True
2018-10-25 21:59:00,P10 Sint-Pietersplein,412,708,True
2018-10-25 21:58:00,P01 Vrijdagmarkt,247,647,True
2018-10-25 21:58:00,P04 Savaanstraat,479,540,True
